asin,brand,title,url,price,list_price,discount_pct,rating,rating_count,review_count,image_url,bullet_features,category_hint
B0VRNEGN2B,Aristocrat,Aristocrat Olive PC+ABS Hardside Trolley Bag - Large (28 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B04JTJ27YH,1430.0,2940.0,51.4,3.7,7407,1372,,"['PC+ABS Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Large
B06DNOBK8H,Aristocrat,Aristocrat Red Nylon Softside Trolley Bag - Cabin (20 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0UP3FTJ6A,2100.0,5570.0,62.3,3.8,2729,526,,"['Nylon Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Cabin
B0ZPEX7TV7,Aristocrat,Aristocrat Red Polycarbonate Hardside Trolley Bag - Medium (24 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0HRBFGCB4,1900.0,6190.0,69.3,3.5,9890,983,,"['Polycarbonate Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Medium
B0R90MWB4L,Aristocrat,Aristocrat Champagne Polycarbonate Hardside Trolley Bag - Large (75 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0L3K4BK8E,2200.0,6610.0,66.7,3.6,2624,373,,"['Polycarbonate Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Large
B04U77W9A8,Aristocrat,Aristocrat Grey Polyester Softside Trolley Bag - Cabin (20 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0LYTUAGDL,1850.0,6420.0,71.2,3.8,11351,1705,,"['Polyester Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Cabin
B0QBBX5NWD,Aristocrat,Aristocrat Red ABS Hardside Trolley Bag - Cabin (20 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B00JFNEO2S,1300.0,4660.0,72.1,3.6,8709,1325,,"['ABS Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Cabin
B0FIJMCJB0,Aristocrat,Aristocrat Silver ABS Hardside Trolley Bag - Medium (65 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B00ET7BNA2,2940.0,6450.0,54.4,4.4,3932,713,,"['ABS Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Medium
B02LSWBB8R,Aristocrat,Aristocrat White Polyester Softside Trolley Bag - Large (75 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0IA4PO5CB,1450.0,3240.0,55.4,3.8,4342,818,,"['Polyester Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Large
B0CDMWS81B,Nasher Miles,Nasher Miles Red Polyester Softside Trolley Bag - Large (28 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0XD7ITQRT,2890.0,7500.0,61.5,4.5,2367,440,,"['Polyester Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Large
B0RHTMT1OZ,Nasher Miles,Nasher Miles Black Polyester Softside Trolley Bag - Medium (65 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0XGGMQJ9U,840.0,2380.0,64.9,4.4,1801,224,,"['Polyester Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Medium
B01D1KDK2Y,Nasher Miles,Nasher Miles Polyester Softside Luggage Set of 3 (Cabin + Medium + Large) - Silver,https://www.amazon.in/dp/B0WFMAX9FK,2040.0,5480.0,62.8,3.8,1965,252,,"['Polyester Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Set
B0VT7CZ14W,Nasher Miles,Nasher Miles Black Nylon Softside Trolley Bag - Cabin (20 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0JAI9C2BV,3270.0,6330.0,48.4,4.0,2783,273,,"['Nylon Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Cabin
B05QTDCJS9,Nasher Miles,Nasher Miles White PC+ABS Hardside Trolley Bag - Large (75 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B024W7W8TW,1620.0,5550.0,70.8,4.1,3087,155,,"['PC+ABS Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Large
B09KJYMJBT,Nasher Miles,Nasher Miles Olive Polycarbonate Hardside Trolley Bag - Cabin (20 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B035YRWQ2D,2010.0,4860.0,58.6,3.9,1840,268,,"['Polycarbonate Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Cabin
B0V55KCRX6,Nasher Miles,Nasher Miles Red Polyester Softside Trolley Bag - Medium (24 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0SFJQD9C7,3500.0,8450.0,58.6,4.0,3866,766,,"['Polyester Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Medium
B0U76TCNPJ,Nasher Miles,Nasher Miles Polycarbonate Hardside Luggage Set of 3 (Cabin + Medium + Large) - Navy Blue,https://www.amazon.in/dp/B0269SYE6H,1950.0,4650.0,58.1,4.1,178,20,,"['Polycarbonate Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Set
B0F4EPM7ZD,Nasher Miles,Nasher Miles Red Polycarbonate Hardside Trolley Bag - Cabin (55 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0NG61SP5O,3970.0,8360.0,52.5,4.0,3026,507,,"['Polycarbonate Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Cabin
B07FENTD7K,Nasher Miles,Nasher Miles Polycarbonate Hardside Luggage Set of 3 (Cabin + Medium + Large) - Grey,https://www.amazon.in/dp/B0FN8K6P62,820.0,2190.0,62.4,4.0,2274,295,,"['Polycarbonate Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Set
B0OUZXNLJR,Nasher Miles,Nasher Miles Silver ABS Hardside Trolley Bag - Medium (24 inch) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0NJCGWCD9,2600.0,6300.0,58.7,3.6,1274,232,,"['ABS Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Medium
B0YERBL6SG,Nasher Miles,Nasher Miles Navy Blue ABS Hardside Trolley Bag - Large (75 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0W2NRV4EI,1460.0,2670.0,45.2,4.4,628,38,,"['ABS Hardside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Large
B0BNP5O3XT,Nasher Miles,Nasher Miles Navy Blue Nylon Softside Trolley Bag - Cabin (55 cm) | 360° Wheels | TSA Lock,https://www.amazon.in/dp/B0083RWR3O,3050.0,8220.0,62.9,3.8,642,69,,"['Nylon Softside construction with reinforced corners', 'Smooth 360° spinner wheels for easy maneuverability', 'Built-in TSA-approved combination lock for secure travel', 'Spacious main compartment with cross ribbons and divider', 'Telescopic aluminium trolley handle with multiple stops', '5 year international warranty']",Cabin
